"","Age","Years.of.Experience","Number.of.Vehicles","Gender","Married","Losses.in.Thousands"
"6512",54,35,"2","F","Married",320.1108191
"6875",23,4,"2","F","Married",524.5472718
"10054",19,1,"3","F","Single",557.0871936
"14678",18,0,"4","M","Married",430.7125121
"9372",60,40,"3","F","Married",131.413806
"11076",25,6,"3","M","Single",1065.366034
"12259",63,45,"3","F","Married",200.6700106
"8720",16,0,"3","M","Married",481.8037116
"3555",63,44,"2","F","Married",27.93650816
"2874",33,13,"2","F","Single",707.5019734
"11426",20,2,"3","M","Single",552.7515415
"324",24,7,"1","M","Single",681.6009788
"11190",52,31,"3","F","Married",297.2306529
"13214",55,36,"4","M","Single",403.2331793
"5732",65,48,"2","F","Married",148.8802465
"12257",40,20,"3","M","Married",582.2109746
"2166",60,40,"1","F","Single",257.538506
"4985",63,44,"2","F","Married",212.7331935
"1817",63,46,"1","F","Married",34.62634009
"1970",59,38,"1","F","Single",385.7248952
"7395",23,4,"2","M","Single",1555.438202
"6205",48,29,"2","F","Married",254.8727625
"10669",48,27,"3","F","Married",407.4288189
"12658",21,4,"3","M","Single",854.6332739
"14982",69,48,"4","F","Married",536.4160863
"9254",60,43,"3","F","Single",29.03167189
"2379",18,0,"1","M","Single",436.7417282
"15168",31,14,"4","M","Married",393.0277436
"657",26,8,"1","M","Single",481.3734693
"1305",52,31,"1","M","Married",736.0551029
"3683",65,47,"2","M","Single",111.6358758
"5093",19,2,"2","F","Married",483.7474678
"15174",21,2,"4","M","Married",281.1133604
"9292",43,25,"3","F","Single",433.6436742
"4284",19,1,"2","F","Married",257.6636706
"9151",64,46,"3","F","Married",108.8598924
"14524",18,0,"4","M","Single",727.6521363
"4849",54,37,"2","F","Married",433.7988397
"3970",25,7,"2","F","Married",288.9798219
"6015",66,47,"2","M","Single",53.59342313
"10813",20,2,"3","F","Single",448.0370161
"3054",22,4,"2","M","Married",262.6320129
"5283",17,0,"2","F","Married",676.4310376
"12758",61,43,"3","F","Single",326.8117612
"1634",16,0,"1","F","Married",279.3074554
"8275",46,26,"3","M","Married",353.723634
"9240",18,1,"3","F","Married",176.3763535
"15026",44,24,"4","F","Single",529.1194447
"13080",22,5,"4","M","Married",456.5629329
"595",34,15,"1","F","Married",367.9259859
"12993",59,38,"4","M","Single",510.2355171
"15268",44,26,"4","M","Single",490.8547467
"5731",21,4,"2","M","Single",675.247383
"2008",45,28,"1","M","Single",498.8552508
"5889",66,48,"2","M","Married",33.19193201
"2445",39,19,"1","F","Single",415.8200933
"14293",67,48,"4","F","Single",107.9707894
"10766",68,47,"3","F","Single",384.8580779
"661",43,24,"1","M","Single",475.7226569
"4268",36,16,"2","M","Married",425.862971
"11047",64,47,"3","F","Single",45.15699617
"528",26,7,"1","F","Married",283.7506272
"10383",58,41,"3","F","Married",330.8133013
"14670",18,0,"4","M","Single",686.9093288
"8665",58,41,"3","M","Single",481.3387811
"115",24,7,"1","M","Single",750.7435809
"6106",24,5,"2","F","Single",447.7371893
"9392",26,9,"3","M","Married",371.6037639
"11080",70,50,"3","F","Married",217.63747
"9781",57,37,"3","M","Married",443.5297142
"3460",17,0,"2","M","Married",513.3606865
"9773",48,29,"3","F","Single",409.9217362
"2254",55,34,"1","M","Married",540.5405296
"8772",66,49,"3","F","Single",580.4705323
"12185",47,30,"3","M","Married",339.872347
"11145",68,47,"3","M","Single",40.80796448
"10229",21,2,"3","F","Married",264.056303
"8981",27,8,"3","M","Married",347.0485681
"7743",23,5,"3","F","Single",449.3817899
"5280",65,45,"2","M","Married",55.87164916
"1681",44,24,"1","F","Married",319.8835702
"10736",23,5,"3","M","Single",426.7706397
"9382",42,25,"3","F","Single",478.3853629
"10318",43,26,"3","F","Single",492.5751319
"240",21,2,"1","M","Married",770.4316087
"2284",66,45,"1","M","Married",40.62820414
"7834",44,26,"3","F","Married",499.0778914
"1056",47,28,"1","F","Single",376.5497194
"13150",40,23,"4","F","Married",295.4246166
"7374",28,8,"2","M","Single",549.5779838
"3700",22,3,"2","M","Single",578.6284008
"14631",32,12,"4","M","Single",626.0486157
"8799",67,47,"3","M","Married",536.2712451
"2121",36,15,"1","M","Married",525.1836212
"14679",66,47,"4","F","Married",34.54813739
"6976",46,26,"2","F","Single",396.4820768
"1350",25,6,"1","F","Single",879.8218612
"1222",16,0,"1","M","Single",580.1143576
"8366",23,4,"3","M","Single",879.2732699
"13082",63,46,"4","F","Single",54.31716805
"3994",34,17,"2","F","Married",345.8832494
"3477",61,41,"2","F","Single",327.1240961
"8267",29,12,"3","F","Married",323.5461564
"10857",45,27,"3","M","Single",524.0265757
"672",49,32,"1","M","Single",397.0559669
"14394",18,0,"4","F","Married",453.060783
"2350",57,40,"1","M","Single",557.8158927
"4294",37,19,"2","M","Single",538.0641605
"11167",38,20,"3","F","Married",617.1545058
"2408",40,20,"1","F","Single",398.2783895
"10388",68,49,"3","F","Married",128.7233246
"11216",61,40,"3","F","Married",219.3331213
"6164",35,14,"2","F","Married",561.1540369
"8464",37,20,"3","M","Single",225.0169511
"4244",52,34,"2","F","Married",331.644446
"6086",61,41,"2","F","Married",54.84257125
"12303",18,0,"3","F","Single",799.7889888
"3205",23,5,"2","M","Single",669.5400051
"14951",41,20,"4","F","Single",275.2239178
"12622",60,43,"3","M","Single",456.5790617
"8536",38,18,"3","F","Single",195.2299201
"12646",63,43,"3","F","Married",58.74829096
"11984",45,26,"3","F","Single",454.9878371
"11326",55,38,"3","F","Married",325.0693377
"5536",27,8,"2","M","Married",624.6832837
"10188",36,18,"3","F","Single",458.3073155
"3912",23,4,"2","M","Single",327.4650096
"3775",64,47,"2","F","Married",149.1605053
"12870",21,4,"4","M","Married",323.8147729
"6259",67,47,"2","M","Married",209.0977182
"9938",64,47,"3","F","Single",188.5203952
"14692",25,7,"4","F","Single",383.1214308
"14188",52,31,"4","F","Married",381.7601006
"14722",34,17,"4","F","Married",296.6095431
"4438",36,19,"2","M","Married",318.751178
"761",31,14,"1","F","Single",343.1756364
"12796",64,46,"4","M","Single",321.2017016
"8966",44,25,"3","M","Married",252.0360663
"11234",22,5,"3","M","Single",886.4901177
"13134",24,6,"4","F","Single",436.0129371
"14204",18,0,"4","F","Single",196.4010079
"8862",61,43,"3","F","Single",264.2017463
"13290",67,47,"4","M","Married",55.63394174
"11667",63,44,"3","M","Single",242.1154048
"1995",34,17,"1","F","Single",590.8513496
"3368",25,8,"2","M","Married",432.2537352
"3178",23,6,"2","F","Single",530.7044789
"4061",16,0,"2","F","Married",416.8155548
"2881",68,50,"2","M","Married",31.07107483
"398",36,17,"1","M","Married",375.07503
"11754",61,43,"3","F","Married",350.277242
"12487",64,45,"3","M","Married",277.5412207
"12271",49,29,"3","F","Single",649.7087321
"5899",40,19,"2","F","Married",169.938668
"5695",64,43,"2","F","Single",220.9166822
"653",28,11,"1","F","Married",374.7148925
"4682",20,2,"2","F","Married",281.0141047
"11665",64,46,"3","M","Single",51.63782265
"4827",69,52,"2","F","Married",78.00479255
"6547",45,27,"2","F","Single",342.4931823
"6862",17,0,"2","M","Single",662.7873582
"2215",41,24,"1","F","Married",330.0584664
"15013",45,24,"4","M","Married",683.6910719
"1437",55,37,"1","F","Single",496.9354782
"7985",22,3,"3","F","Married",446.5981693
"7086",23,5,"2","F","Married",301.0322857
"2960",27,8,"2","F","Married",308.1027723
"11719",24,6,"3","M","Married",338.417008
"2581",43,23,"2","F","Married",485.269917
"14553",24,5,"4","F","Married",426.9693417
"11494",17,0,"3","M","Married",235.6602821
"3096",60,43,"2","M","Married",115.9275168
"3790",33,13,"2","F","Single",674.8249536
"11388",64,45,"3","F","Single",384.0884018
"11138",47,30,"3","M","Single",289.8098663
"6200",18,0,"2","M","Single",1226.265111
"11616",25,8,"3","F","Married",378.368312
"2196",62,45,"1","M","Single",198.6312063
"8066",21,3,"3","F","Single",292.477184
"9386",68,51,"3","M","Married",299.7789219
"2470",45,25,"1","M","Married",356.5330417
"7385",69,49,"2","M","Married",186.3223813
"8719",27,8,"3","F","Married",324.6483153
"11934",41,23,"3","M","Single",350.3983156
"4227",62,42,"2","M","Single",180.3825103
"7097",65,47,"2","F","Married",123.027051
"65",20,2,"1","F","Married",435.088519
"4804",29,9,"2","F","Single",454.4628239
"13549",35,14,"4","M","Single",418.9780571
"7911",50,33,"3","F","Married",302.6707065
"10618",19,2,"3","M","Single",936.441347
"1530",65,46,"1","M","Married",385.3041121
"8606",66,47,"3","M","Married",170.2748571
"7613",16,0,"2","M","Married",353.4630295
"9016",60,40,"3","M","Married",324.6184822
"6852",48,29,"2","F","Single",675.685326
"13325",62,45,"4","F","Single",591.4174326
"9058",31,10,"3","M","Single",430.929523
"6143",36,18,"2","F","Single",235.7482469
"2993",61,43,"2","M","Married",241.2089516
"5888",23,4,"2","F","Married",121.329313
"13984",58,41,"4","M","Married",171.6787836
"14520",58,39,"4","F","Married",228.2181154
"7182",64,45,"2","F","Single",149.2965848
"283",70,53,"1","M","Single",319.9288788
"2736",39,19,"2","M","Married",263.9384452
"8247",60,41,"3","M","Single",43.7963994
"10066",56,37,"3","F","Married",218.0230937
"949",38,19,"1","F","Married",303.1201775
"13239",47,27,"4","M","Single",574.137997
"13170",55,34,"4","F","Married",291.0763148
"12057",33,16,"3","M","Single",368.8617356
"12982",59,42,"4","M","Single",439.6628398
"8417",26,6,"3","M","Married",435.0296062
"2025",67,49,"1","M","Married",31.77827713
"11785",48,29,"3","F","Single",413.4234023
"11938",23,5,"3","F","Single",810.8454527
"2191",61,40,"1","M","Single",68.35529078
"950",21,3,"1","M","Married",250.099125
"7330",62,45,"2","F","Married",477.0693649
"4730",31,12,"2","F","Single",424.2943953
"14342",44,23,"4","M","Single",775.2016057
"13028",59,41,"4","F","Single",333.5661323
"10080",16,0,"3","M","Single",459.6553555
"10658",23,5,"3","F","Married",261.3574567
"3654",17,0,"2","F","Single",532.4260271
"14986",51,32,"4","M","Single",514.2654663
"13866",68,47,"4","F","Single",218.7703356
"13888",45,28,"4","F","Single",391.2879304
"14146",17,0,"4","F","Married",468.812173
"2825",54,33,"2","M","Single",891.7757371
"5462",67,46,"2","M","Single",215.2318603
"7109",54,33,"2","M","Married",339.1419475
"9228",20,3,"3","F","Single",688.7438228
"3103",58,39,"2","M","Married",349.2612861
"11579",60,43,"3","M","Married",35.84046263
"6239",49,29,"2","M","Married",178.9903899
"3398",16,0,"2","F","Married",143.0806463
"4135",21,2,"2","F","Married",292.5262569
"8585",24,7,"3","M","Single",1067.514121
"9408",31,11,"3","F","Married",293.741185
"11353",36,15,"3","F","Married",342.8995743
"2654",65,44,"2","F","Married",173.4234717
"14714",42,23,"4","F","Married",557.8448289
"4901",53,36,"2","M","Married",196.7456397
"3198",17,0,"2","F","Married",847.3971276
"11946",22,3,"3","F","Married",241.4249882
"6020",51,32,"2","F","Married",349.0100809
"181",60,39,"1","M","Married",203.0429805
"4836",23,4,"2","F","Married",500.0157464
"104",66,48,"1","M","Single",2850
"12657",63,43,"3","F","Married",87.29106215
"12724",35,15,"3","M","Married",206.3023011
"1802",50,30,"1","F","Single",387.366763
"7255",17,0,"2","F","Married",98.00493411
"10250",41,23,"3","M","Married",647.3515386
"2502",46,27,"1","F","Single",373.2717697
"9169",19,2,"3","F","Married",379.1506144
"7298",33,12,"2","F","Single",353.2495832
"131",22,4,"1","F","Married",296.220441
"3315",31,13,"2","F","Married",489.1019963
"6075",27,9,"2","F","Single",463.2861116
"11953",54,36,"3","F","Married",324.6919476
"12835",63,45,"4","F","Single",296.787742
"2708",25,8,"2","F","Married",244.1245194
"7030",65,48,"2","F","Single",308.462944
"13662",17,0,"4","F","Married",307.386164
"14702",49,30,"4","M","Single",492.2416352
"9440",45,24,"3","F","Married",323.0151216
"7859",61,40,"3","F","Single",322.4749899
"13560",22,5,"4","F","Single",442.7727452
"15035",34,13,"4","M","Married",342.642589
"10345",40,23,"3","F","Married",297.4827401
"4026",20,3,"2","M","Single",394.3168124
"2928",59,39,"2","M","Married",401.3888133
"8472",19,1,"3","F","Married",121.7661902
"9478",18,0,"3","F","Single",484.403153
"14347",31,14,"4","F","Single",421.5918256
"8694",20,2,"3","M","Single",673.1513223
"2080",63,43,"1","M","Single",237.6454656
"156",20,2,"1","M","Married",250.0483034
"11152",36,16,"3","F","Married",330.4307178
"1297",21,3,"1","F","Single",534.3700065
"4020",65,47,"2","M","Married",31.86598582
"5594",22,4,"2","M","Single",2879
"7927",31,14,"3","F","Single",620.6278901
"4367",65,46,"2","M","Single",103.3600888
"7465",17,0,"2","F","Single",807.2224591
"4306",62,42,"2","M","Married",60.42093258
"4916",65,45,"2","F","Single",228.7047373
"7793",61,43,"3","M","Married",288.0919694
"13511",55,36,"4","M","Married",308.0539618
"14451",22,3,"4","F","Single",344.1224663
"10882",61,43,"3","M","Single",62.21317163
"9651",46,29,"3","M","Single",402.6710901
"10231",42,24,"3","M","Single",194.2705281
"5024",33,12,"2","F","Married",328.9200556
"191",52,31,"1","F","Married",311.9191271
"9559",48,31,"3","M","Married",371.7466035
"880",25,7,"1","M","Married",364.522933
"6840",28,9,"2","F","Single",156.9877317
"1577",28,10,"1","F","Married",316.2639336
"8686",20,1,"3","M","Married",642.0558506
"720",44,23,"1","F","Married",525.0527842
"10256",19,2,"3","M","Married",677.6766583
"8515",30,11,"3","M","Married",488.0595669
"3139",50,32,"2","F","Single",483.4007776
"13850",67,47,"4","F","Married",130.6352895
"746",55,38,"1","F","Single",437.5486569
"196",21,3,"1","F","Single",564.7148465
"10705",65,47,"3","F","Single",135.1319574
"3364",68,47,"2","F","Married",124.974486
"712",44,27,"1","F","Married",299.2104772
"4470",27,8,"2","M","Married",424.3758894
"7451",61,44,"2","M","Single",103.2168077
"14189",52,31,"4","M","Single",599.6689883
"4369",24,5,"2","F","Single",820.8498927
"1732",61,43,"1","M","Married",278.5029941
"9931",61,44,"3","M","Single",580.6063261
"11261",22,3,"3","M","Married",269.235249
"12681",24,5,"3","F","Married",241.4800399
"8404",39,20,"3","F","Single",592.1448618
"3260",35,17,"2","M","Married",429.4151524
"8232",61,41,"3","M","Married",292.4699695
"5782",19,0,"2","F","Married",148.0307842
"2528",22,4,"1","F","Married",105.2078607
"7777",18,1,"3","F","Single",438.128881
"14089",65,47,"4","M","Married",21.31311833
"2555",48,29,"2","F","Married",339.8958901
"5577",16,0,"2","M","Married",530.021191
"4355",19,2,"2","M","Married",610.6187313
"437",18,0,"1","F","Married",228.6247326
"1273",25,7,"1","F","Married",523.0781246
"5376",43,25,"2","M","Married",363.758169
"14055",40,20,"4","M","Married",366.9648887
"341",16,0,"1","F","Single",622.0789033
"2225",19,2,"1","M","Single",1730.684951
"14002",60,39,"4","F","Single",439.6718132
"4312",45,27,"2","M","Single",168.4427657
"6338",18,0,"2","F","Married",251.2023753
"14398",26,8,"4","M","Married",370.7876311
"2167",70,51,"1","F","Single",271.4200491
"10809",68,51,"3","F","Single",228.4789443
"4104",53,36,"2","M","Married",188.2102556
"2997",49,30,"2","F","Married",371.9917979
"3971",19,1,"2","F","Married",183.9637908
"13232",19,0,"4","M","Married",1177.115598
"12833",35,14,"4","M","Married",600.5539835
"1900",58,39,"1","F","Single",676.5249895
"2772",67,48,"2","M","Married",34.37740054
"14044",24,7,"4","F","Single",694.1400539
"13407",18,0,"4","F","Married",203.1868301
"9053",39,22,"3","M","Married",295.9723067
"9503",49,29,"3","M","Single",303.5159812
"3358",56,37,"2","F","Married",288.2242538
"7329",35,18,"2","M","Single",167.6070249
"11718",47,29,"3","F","Single",699.9012311
"9065",16,0,"3","M","Married",610.3039207
"10804",58,39,"3","M","Married",418.5033569
"15096",23,4,"4","F","Single",415.2982284
"3770",68,47,"2","M","Married",225.102024
"8324",20,2,"3","F","Married",473.9554607
"1814",67,50,"1","M","Single",327.1425875
"10917",16,0,"3","F","Married",394.7197409
"8518",23,5,"3","F","Single",768.8229896
"9378",67,50,"3","M","Married",207.5480439
"4025",19,2,"2","F","Married",143.2132108
"14472",30,13,"4","F","Single",777.1630942
"5931",25,8,"2","F","Single",525.0689309
"8314",56,38,"3","M","Married",529.4150257
"10045",25,8,"3","F","Married",302.7966664
"11526",70,51,"3","F","Single",81.85843404
"6741",67,46,"2","M","Married",325.0409191
"2021",59,40,"1","F","Single",258.9963475
"3446",33,15,"2","F","Married",316.562315
"1720",16,0,"1","F","Married",594.1389262
"3036",55,36,"2","F","Married",124.8469363
"9238",60,40,"3","M","Married",134.9997371
"8012",51,31,"3","F","Single",346.2398888
"15214",70,52,"4","M","Married",48.1058628
"14536",20,1,"4","M","Single",857.3325509
"6763",69,48,"2","M","Single",197.0761174
"4216",63,43,"2","M","Married",58.4202252
"9843",28,9,"3","F","Married",539.693869
"8109",29,8,"3","F","Married",332.1195223
"9888",55,34,"3","F","Married",366.86116
"13086",65,44,"4","F","Married",67.40853771
"5061",49,29,"2","F","Married",342.1803999
"12290",24,5,"3","F","Single",514.7946934
"4817",49,30,"2","M","Married",355.1656604
"990",56,36,"1","F","Married",369.2066993
"6756",46,29,"2","M","Single",861.3950543
"12120",64,44,"3","M","Married",445.9037489
"10925",65,44,"3","F","Single",399.0043001
"7011",30,13,"2","F","Single",396.435747
"8484",68,48,"3","F","Single",567.0247191
"6385",25,6,"2","F","Single",288.1330928
"11788",21,4,"3","M","Single",662.1250573
"1173",32,14,"1","M","Married",407.4961917
"6339",24,5,"2","M","Single",426.3458887
"9976",28,7,"3","M","Single",797.3344963
"13857",64,43,"4","F","Single",322.2242639
"11496",63,43,"3","M","Single",79.93536521
"10346",40,21,"3","M","Single",392.3423001
"1960",35,14,"1","M","Married",342.3811594
"9303",21,2,"3","M","Single",579.306829
"9682",17,0,"3","F","Single",407.1083508
"8423",62,44,"3","M","Married",337.990563
"11573",56,35,"3","M","Single",496.2508304
"4968",65,46,"2","F","Married",191.1909845
"12195",68,48,"3","M","Single",242.2497696
"5818",63,44,"2","F","Single",51.84031551
"2485",19,1,"1","M","Single",1129.371234
"7526",29,12,"2","M","Single",582.957999
"1980",67,47,"1","M","Married",86.7404906
"6618",20,1,"2","M","Single",901.0590477
"5259",65,48,"2","M","Married",247.0451395
"10536",63,45,"3","F","Married",166.6288805
"7172",58,40,"2","F","Single",343.342176
"13269",69,52,"4","F","Single",304.7423722
"2450",32,12,"1","M","Married",209.2601387
"6009",34,14,"2","F","Single",467.5399965
"13000",70,51,"4","M","Married",235.6577836
"3999",18,0,"2","M","Single",692.6939638
"11035",17,0,"3","M","Married",717.6696252
"5664",69,51,"2","F","Single",621.628598
